state,region,soil_type,rainfall_mm,season,area_ha,crop_name,predicted_yield_kg_per_ha
Maharashtra,West,Alluvial,1300,Kharif,3.39,Rice,3154
Tamil Nadu,South,Loamy,1283,Kharif,0.67,Sugarcane,72924
Tripura,Northeast,Black (Regur),553,Kharif,1.23,Wheat,2791
Tamil Nadu,South,Laterite,397,Rabi,3.98,Pulses,814
Haryana,North,Alluvial,972,Kharif,1.95,Sugarcane,81838
Nagaland,Northeast,Alluvial,1290,Rabi,0.86,Millets,2086
Kerala,South,Clay,957,Rabi,1.7,Oilseeds,1414
Haryana,North,Alluvial,1055,Kharif,2.14,Maize,3665
Andhra Pradesh,South,Laterite,1220,Kharif,0.62,Millets,1396
Kerala,South,Red,890,Zaid,1.32,Pulses,797
Karnataka,South,Loamy,906,Zaid,0.46,Rice,3350
Jharkhand,East,Black (Regur),982,Kharif,3.17,Pulses,1056
Andhra Pradesh,South,Laterite,405,Kharif,1.51,Millets,1406
Telangana,South,Red,606,Kharif,1.05,Oilseeds,1191
Nagaland,Northeast,Clay,659,Kharif,0.1,Millets,1554
Madhya Pradesh,Central,Black (Regur),814,Rabi,0.36,Jute,3162
Uttar Pradesh,North,Laterite,1507,Kharif,2.77,Oilseeds,1046
Maharashtra,West,Clay,962,Rabi,0.53,Oilseeds,1477
Sikkim,Northeast,Laterite,1693,Kharif,2.24,Wheat,2406
Jharkhand,East,Red,1083,Zaid,2.24,Potato,20981
Jharkhand,East,Loamy,204,Rabi,0.64,Maize,2789
Uttar Pradesh,North,Sandy,725,Rabi,2.39,Vegetables,16605
Andhra Pradesh,South,Red,819,Rabi,1.1,Wheat,2827
Tamil Nadu,South,Sandy,571,Rabi,1.24,Rice,2855
Maharashtra,West,Loamy,757,Rabi,3.88,Sugarcane,86047
Telangana,South,Sandy,0,Rabi,0.63,Pulses,640
Tripura,Northeast,Clay,1026,Kharif,1.64,Jute,2424
Sikkim,Northeast,Loamy,998,Kharif,1.04,Pulses,928
Punjab,North,Alluvial,910,Rabi,2.16,Millets,2047
Madhya Pradesh,Central,Laterite,855,Kharif,0.96,Oilseeds,1145
Odisha,East,Alluvial,927,Kharif,1.21,Rice,3263
Meghalaya,Northeast,Clay,893,Rabi,0.1,Oilseeds,1458
Nagaland,Northeast,Alluvial,930,Rabi,0.1,Maize,4277
Kerala,South,Clay,859,Zaid,0.59,Vegetables,15567
West Bengal,East,Sandy,872,Kharif,1.62,Wheat,2287
Manipur,Northeast,Laterite,1571,Rabi,1.88,Sugarcane,58244
West Bengal,East,Alluvial,974,Kharif,0.1,Rice,3614
Manipur,Northeast,Black (Regur),846,Kharif,0.96,Vegetables,17534
Uttarakhand,North,Loamy,921,Rabi,0.1,Pulses,1066
Meghalaya,Northeast,Black (Regur),947,Kharif,2.79,Pulses,1004
Bihar,East,Clay,1378,Kharif,1.68,Sugarcane,56936
Kerala,South,Alluvial,640,Kharif,0.1,Potato,21583
Tripura,Northeast,Laterite,1034,Kharif,0.43,Rice,2999
Madhya Pradesh,Central,Sandy,609,Kharif,1.83,Oilseeds,875
Uttar Pradesh,North,Alluvial,817,Kharif,0.66,Jute,2881
Chhattisgarh,Central,Alluvial,1340,Rabi,0.13,Pulses,896
Meghalaya,Northeast,Red,1412,Kharif,0.7,Sugarcane,58540
Uttar Pradesh,North,Loamy,1183,Rabi,2.47,Cotton,2533
Jharkhand,East,Alluvial,1561,Kharif,1.67,Pulses,908
Uttar Pradesh,North,Clay,1072,Kharif,2.42,Wheat,2867
Telangana,South,Sandy,802,Zaid,0.34,Cotton,1520
West Bengal,East,Laterite,920,Kharif,1.55,Rice,3016
Tripura,Northeast,Red,1099,Rabi,2.68,Vegetables,18564
West Bengal,East,Laterite,679,Rabi,3.34,Wheat,2442
Tripura,Northeast,Black (Regur),1078,Kharif,2.01,Jute,2786
Meghalaya,Northeast,Red,1160,Kharif,0.14,Millets,1589
Manipur,Northeast,Alluvial,973,Kharif,0.25,Jute,2922
Maharashtra,West,Alluvial,834,Kharif,1.6,Cotton,2107
Mizoram,Northeast,Clay,687,Kharif,0.29,Millets,1497
Meghalaya,Northeast,Alluvial,824,Kharif,2.31,Rice,3656
Manipur,Northeast,Red,750,Kharif,2.69,Maize,3117
Goa,West,Clay,779,Rabi,0.38,Maize,3986
Goa,West,Alluvial,753,Kharif,1.78,Oilseeds,1428
Madhya Pradesh,Central,Alluvial,705,Rabi,0.1,Cotton,2656
Madhya Pradesh,Central,Red,973,Rabi,2.94,Sugarcane,76112
Punjab,North,Loamy,844,Kharif,4.18,Sugarcane,80987
Odisha,East,Loamy,749,Kharif,2.14,Rice,3297
Andhra Pradesh,South,Sandy,511,Rabi,1.75,Wheat,2714
Karnataka,South,Red,721,Rabi,3.17,Jute,2586
Arunachal Pradesh,Northeast,Black (Regur),777,Kharif,2.28,Pulses,1061
Odisha,East,Clay,864,Rabi,3.81,Oilseeds,1305
Madhya Pradesh,Central,Loamy,1073,Kharif,1.77,Millets,1580
Bihar,East,Black (Regur),697,Rabi,0.37,Vegetables,16224
Meghalaya,Northeast,Clay,621,Kharif,0.49,Wheat,2547
Uttarakhand,North,Laterite,963,Kharif,2,Pulses,927
Andhra Pradesh,South,Laterite,1299,Kharif,0.32,Vegetables,16011
Andhra Pradesh,South,Red,619,Kharif,2.34,Wheat,2304
Nagaland,Northeast,Black (Regur),940,Rabi,0.1,Wheat,3327
Gujarat,West,Red,1132,Rabi,1.14,Cotton,2066
Maharashtra,West,Red,924,Kharif,2.08,Oilseeds,1115
Himachal Pradesh,North,Laterite,1112,Zaid,1.53,Vegetables,12335
Madhya Pradesh,Central,Alluvial,615,Kharif,3.07,Sugarcane,65548
Tamil Nadu,South,Laterite,618,Kharif,0.1,Oilseeds,960
West Bengal,East,Alluvial,975,Rabi,3.22,Potato,30606
Odisha,East,Clay,636,Kharif,2.08,Jute,2427
Manipur,Northeast,Red,996,Kharif,2.84,Vegetables,16754
Odisha,East,Alluvial,656,Kharif,1.21,Rice,3084
Meghalaya,Northeast,Clay,1082,Rabi,2.82,Millets,1806
Bihar,East,Laterite,1159,Rabi,3.28,Jute,2632
Jharkhand,East,Alluvial,258,Kharif,0.8,Vegetables,13306
Goa,West,Laterite,1116,Kharif,1.26,Wheat,2402
Uttar Pradesh,North,Red,1045,Kharif,1.4,Cotton,2190
Jharkhand,East,Alluvial,606,Kharif,2.3,Sugarcane,72116
Jharkhand,East,Laterite,916,Rabi,3.95,Potato,24468
Madhya Pradesh,Central,Laterite,630,Kharif,1.24,Sugarcane,61130
Haryana,North,Clay,877,Kharif,2.21,Vegetables,15313
Tripura,Northeast,Red,583,Zaid,0.43,Rice,2250
Haryana,North,Alluvial,795,Kharif,2.58,Maize,3374
Andhra Pradesh,South,Clay,1068,Kharif,1.95,Oilseeds,1220
Uttar Pradesh,North,Black (Regur),859,Kharif,0.97,Jute,2504
Madhya Pradesh,Central,Red,1241,Kharif,3.41,Millets,1621
Himachal Pradesh,North,Laterite,1143,Rabi,0.7,Oilseeds,1324
Haryana,North,Laterite,1369,Rabi,0.1,Jute,2298
Himachal Pradesh,North,Alluvial,684,Kharif,0.1,Jute,2262
Bihar,East,Laterite,738,Kharif,0.72,Millets,1514
Mizoram,Northeast,Sandy,1114,Kharif,2.53,Maize,2784
Telangana,South,Alluvial,947,Kharif,3.71,Millets,1835
Karnataka,South,Alluvial,830,Rabi,0.1,Potato,29469
Meghalaya,Northeast,Loamy,216,Kharif,0.12,Cotton,1817
Odisha,East,Red,1399,Kharif,0.1,Maize,2648
Tamil Nadu,South,Black (Regur),1100,Kharif,0.78,Sugarcane,75756
Kerala,South,Clay,1144,Rabi,3.33,Pulses,1083
Meghalaya,Northeast,Alluvial,865,Rabi,2.87,Millets,1937
Goa,West,Clay,1246,Rabi,0.11,Wheat,3418
Madhya Pradesh,Central,Laterite,1042,Rabi,1.53,Maize,3228
Uttar Pradesh,North,Laterite,1225,Rabi,1.41,Sugarcane,66367
Odisha,East,Loamy,1008,Kharif,0.91,Maize,3444
Himachal Pradesh,North,Laterite,996,Rabi,0.1,Millets,1533
Goa,West,Laterite,1571,Kharif,1.5,Jute,2071
Arunachal Pradesh,Northeast,Laterite,656,Kharif,1.64,Rice,2318
Haryana,North,Clay,954,Kharif,2.63,Cotton,2116
Goa,West,Black (Regur),1102,Kharif,1.24,Rice,3436
Maharashtra,West,Laterite,757,Kharif,0.61,Potato,20375
Sikkim,Northeast,Alluvial,754,Kharif,1.75,Potato,23978
Mizoram,Northeast,Alluvial,925,Rabi,2.23,Potato,27524
Manipur,Northeast,Clay,1555,Kharif,3.71,Cotton,1903
Bihar,East,Sandy,718,Kharif,0.1,Potato,18210
Gujarat,West,Red,743,Rabi,4.09,Cotton,2176
Manipur,Northeast,Sandy,1506,Kharif,0.73,Rice,2259
Tamil Nadu,South,Red,1447,Kharif,1.15,Pulses,817
Meghalaya,Northeast,Sandy,1026,Rabi,1.56,Oilseeds,1206
Odisha,East,Laterite,1088,Kharif,2.84,Oilseeds,1090
Tripura,Northeast,Laterite,605,Kharif,3.23,Cotton,1710
Madhya Pradesh,Central,Clay,1209,Zaid,3.61,Sugarcane,59824
Haryana,North,Black (Regur),1342,Rabi,1.97,Maize,3125
Maharashtra,West,Loamy,1289,Kharif,1.07,Cotton,2268
Karnataka,South,Loamy,1036,Zaid,2.56,Potato,21260
Tripura,Northeast,Clay,966,Kharif,0.16,Wheat,2799
Maharashtra,West,Loamy,879,Rabi,0.5,Oilseeds,1498
Mizoram,Northeast,Alluvial,634,Kharif,2.56,Oilseeds,1340
West Bengal,East,Black (Regur),1316,Rabi,3.3,Cotton,2039
Uttar Pradesh,North,Red,994,Rabi,1.15,Jute,2800
Telangana,South,Alluvial,442,Kharif,1.79,Vegetables,17867
Andhra Pradesh,South,Alluvial,563,Rabi,0.1,Pulses,935
Haryana,North,Black (Regur),1074,Kharif,0.99,Cotton,2180
Maharashtra,West,Alluvial,626,Kharif,0.1,Rice,3334
Meghalaya,Northeast,Alluvial,1221,Kharif,2.97,Pulses,1020
West Bengal,East,Red,512,Rabi,0.14,Oilseeds,1193
Mizoram,Northeast,Clay,441,Kharif,0.21,Pulses,849
Gujarat,West,Loamy,747,Rabi,0.1,Sugarcane,85231
Madhya Pradesh,Central,Clay,872,Zaid,1.73,Millets,1456
Odisha,East,Loamy,854,Kharif,3.86,Pulses,1074
Tripura,Northeast,Loamy,1193,Rabi,1.72,Maize,4262
Tripura,Northeast,Sandy,623,Zaid,0.1,Oilseeds,818
Uttar Pradesh,North,Clay,564,Kharif,0.31,Vegetables,16161
Goa,West,Black (Regur),1402,Rabi,1.06,Cotton,2063
Manipur,Northeast,Sandy,1099,Kharif,0.1,Maize,2801
Jharkhand,East,Loamy,728,Rabi,0.1,Wheat,3614
Haryana,North,Loamy,1142,Rabi,1.62,Vegetables,20399
Maharashtra,West,Sandy,488,Kharif,0.1,Oilseeds,908
Kerala,South,Laterite,847,Zaid,3.03,Sugarcane,57963
Himachal Pradesh,North,Alluvial,994,Rabi,0.1,Wheat,3533
Nagaland,Northeast,Clay,679,Zaid,2.26,Millets,1223
Haryana,North,Loamy,1231,Kharif,0.1,Rice,3131
Rajasthan,West,Sandy,547,Zaid,0.1,Millets,1092
Karnataka,South,Clay,202,Kharif,1.92,Maize,2515
Jharkhand,East,Laterite,847,Kharif,1.28,Millets,1530
West Bengal,East,Laterite,649,Kharif,0.77,Maize,2818
Tripura,Northeast,Sandy,1316,Kharif,0.92,Rice,2275
Mizoram,Northeast,Red,1074,Zaid,3.08,Millets,1286
Assam,Northeast,Sandy,780,Rabi,0.1,Pulses,946
Goa,West,Laterite,1057,Kharif,1.63,Rice,2687
Bihar,East,Clay,1074,Kharif,1.13,Potato,22086
Gujarat,West,Loamy,730,Rabi,0.66,Sugarcane,84007
Meghalaya,Northeast,Alluvial,776,Rabi,3.2,Millets,1769
Goa,West,Black (Regur),290,Rabi,0.1,Maize,3226
Manipur,Northeast,Sandy,623,Zaid,0.98,Rice,2071
Madhya Pradesh,Central,Laterite,821,Zaid,2.62,Maize,2909
Tamil Nadu,South,Laterite,584,Rabi,2.14,Wheat,2738
Uttarakhand,North,Red,1500,Rabi,1.06,Potato,22099
Mizoram,Northeast,Clay,563,Rabi,1.92,Sugarcane,66151
Tamil Nadu,South,Laterite,910,Zaid,1.83,Pulses,812
Punjab,North,Black (Regur),1159,Kharif,2.02,Potato,24579
Meghalaya,Northeast,Loamy,963,Zaid,1.79,Potato,21043
Mizoram,Northeast,Black (Regur),1103,Rabi,2.35,Pulses,998
Manipur,Northeast,Black (Regur),1127,Kharif,0.77,Vegetables,19081
Punjab,North,Loamy,1260,Rabi,1.04,Cotton,2405
Nagaland,Northeast,Black (Regur),558,Rabi,1.81,Vegetables,16458
Tripura,Northeast,Laterite,1070,Kharif,2.79,Potato,22433
Uttarakhand,North,Sandy,1088,Kharif,3.4,Wheat,2326
Chhattisgarh,Central,Alluvial,1693,Kharif,2.52,Oilseeds,1290
Chhattisgarh,Central,Alluvial,752,Zaid,3.14,Cotton,2225
West Bengal,East,Alluvial,1049,Kharif,2.05,Vegetables,18464
Chhattisgarh,Central,Black (Regur),586,Kharif,0.69,Millets,1444
Sikkim,Northeast,Clay,818,Rabi,0.55,Rice,3346
Tamil Nadu,South,Laterite,936,Kharif,1.24,Oilseeds,1245
Maharashtra,West,Sandy,510,Zaid,0.9,Maize,2518
Odisha,East,Sandy,978,Zaid,1.46,Jute,1890
Chhattisgarh,Central,Loamy,884,Kharif,1.44,Vegetables,17811
Bihar,East,Red,1192,Zaid,3.17,Millets,1471
Jharkhand,East,Laterite,818,Rabi,2.37,Maize,3205
Assam,Northeast,Sandy,860,Kharif,1.61,Oilseeds,1068
Gujarat,West,Red,458,Kharif,2.48,Millets,1266
Arunachal Pradesh,Northeast,Sandy,484,Rabi,0.53,Vegetables,13354
Meghalaya,Northeast,Laterite,1001,Kharif,2.42,Potato,19854
Manipur,Northeast,Clay,604,Kharif,2.04,Sugarcane,60712
Chhattisgarh,Central,Alluvial,1244,Zaid,0.28,Oilseeds,1225
Assam,Northeast,Clay,1557,Kharif,2.07,Sugarcane,62633
Kerala,South,Loamy,630,Kharif,1.24,Potato,21902
Gujarat,West,Clay,999,Kharif,0.13,Jute,2442
Telangana,South,Alluvial,1018,Kharif,0.7,Vegetables,18082
Kerala,South,Black (Regur),560,Kharif,1.57,Rice,2863
Odisha,East,Alluvial,791,Rabi,2.44,Sugarcane,78887
Andhra Pradesh,South,Clay,972,Rabi,1.9,Sugarcane,67929
Gujarat,West,Laterite,893,Rabi,1.16,Sugarcane,65834
Uttarakhand,North,Red,878,Rabi,1.27,Oilseeds,1325
Andhra Pradesh,South,Sandy,1443,Rabi,2.89,Potato,19224
Tamil Nadu,South,Loamy,870,Kharif,0.87,Rice,3696
Punjab,North,Clay,1438,Kharif,0.1,Pulses,807
Mizoram,Northeast,Black (Regur),1075,Zaid,1.69,Millets,1552
Punjab,North,Clay,680,Rabi,0.1,Potato,24671
Assam,Northeast,Laterite,802,Rabi,1.87,Sugarcane,64536
Karnataka,South,Clay,958,Kharif,2.06,Vegetables,17324
Arunachal Pradesh,Northeast,Loamy,931,Rabi,1.69,Cotton,2545
Meghalaya,Northeast,Red,838,Kharif,2.85,Rice,3210
Sikkim,Northeast,Loamy,1338,Rabi,2.46,Potato,23006
Assam,Northeast,Loamy,814,Kharif,3.93,Oilseeds,1443
Maharashtra,West,Laterite,916,Kharif,0.34,Rice,2757
Andhra Pradesh,South,Loamy,1188,Kharif,1.62,Sugarcane,79713
Andhra Pradesh,South,Black (Regur),988,Kharif,1.33,Cotton,2002
Madhya Pradesh,Central,Red,825,Kharif,0.1,Wheat,2875
Maharashtra,West,Sandy,1108,Rabi,1.56,Rice,2999
Goa,West,Loamy,856,Kharif,1.7,Potato,24144
Tamil Nadu,South,Clay,503,Kharif,1.83,Cotton,2035
Odisha,East,Black (Regur),635,Kharif,0.46,Rice,2772
Manipur,Northeast,Black (Regur),777,Zaid,0.71,Potato,23931
Odisha,East,Red,1137,Rabi,1.27,Potato,26194
Haryana,North,Alluvial,1174,Rabi,2.54,Pulses,1108
Kerala,South,Clay,922,Rabi,0.29,Pulses,968
Goa,West,Laterite,826,Kharif,1.24,Pulses,830
Haryana,North,Clay,1139,Kharif,2.65,Rice,3117
Jharkhand,East,Clay,947,Kharif,1.4,Cotton,2038
Assam,Northeast,Alluvial,908,Kharif,1.61,Oilseeds,1311
Telangana,South,Black (Regur),859,Rabi,1.87,Sugarcane,77883
Arunachal Pradesh,Northeast,Red,907,Kharif,2.57,Oilseeds,1213
Arunachal Pradesh,Northeast,Loamy,1002,Rabi,3.26,Jute,3110
Manipur,Northeast,Black (Regur),1011,Kharif,1.3,Millets,1796
Rajasthan,West,Loamy,1075,Zaid,0.5,Cotton,2012
Madhya Pradesh,Central,Laterite,820,Rabi,0.13,Millets,1612
Manipur,Northeast,Red,1083,Rabi,1.73,Cotton,2411
Tamil Nadu,South,Loamy,843,Kharif,3.85,Millets,1565
Goa,West,Black (Regur),1020,Kharif,3.79,Maize,3662
Punjab,North,Loamy,354,Kharif,0.55,Potato,21484
Goa,West,Red,1054,Kharif,2.53,Oilseeds,1167
West Bengal,East,Laterite,1264,Kharif,0.68,Maize,2856
Nagaland,Northeast,Alluvial,875,Kharif,1.27,Wheat,3073
Andhra Pradesh,South,Laterite,1009,Rabi,2.37,Maize,3135
Jharkhand,East,Sandy,931,Kharif,1.4,Millets,1334
Uttarakhand,North,Clay,550,Kharif,3.64,Rice,3086
Manipur,Northeast,Sandy,1126,Rabi,4.4,Wheat,2490
Tamil Nadu,South,Laterite,1191,Kharif,3.21,Pulses,934
Telangana,South,Black (Regur),701,Kharif,1.67,Wheat,3034
Telangana,South,Black (Regur),796,Kharif,2.8,Oilseeds,1191
Nagaland,Northeast,Clay,762,Kharif,1.02,Sugarcane,72292
Chhattisgarh,Central,Clay,436,Kharif,1.82,Rice,2640
Meghalaya,Northeast,Clay,956,Kharif,0.38,Maize,3311
Maharashtra,West,Alluvial,739,Rabi,1.8,Rice,3617
Madhya Pradesh,Central,Red,1095,Rabi,0.1,Potato,26292
Telangana,South,Red,503,Kharif,1.64,Wheat,2538
Gujarat,West,Sandy,894,Rabi,0.1,Potato,23076
Punjab,North,Loamy,1381,Kharif,1.92,Jute,2479
Andhra Pradesh,South,Clay,1094,Rabi,2.47,Pulses,997
Chhattisgarh,Central,Sandy,783,Kharif,1.93,Maize,2980
Odisha,East,Clay,548,Rabi,0.1,Jute,2566
Nagaland,Northeast,Alluvial,1308,Kharif,2.31,Pulses,934
Goa,West,Sandy,825,Zaid,0.52,Oilseeds,925
Uttarakhand,North,Red,555,Kharif,1.84,Oilseeds,988
Mizoram,Northeast,Laterite,527,Kharif,1.26,Oilseeds,935
Sikkim,Northeast,Alluvial,1341,Kharif,2.07,Cotton,2058
Himachal Pradesh,North,Red,1302,Kharif,1.29,Potato,18401
Tripura,Northeast,Loamy,837,Kharif,3.56,Pulses,957
Sikkim,Northeast,Clay,1051,Rabi,1.16,Pulses,1102
Arunachal Pradesh,Northeast,Laterite,780,Kharif,1.93,Wheat,2602
Kerala,South,Loamy,1156,Kharif,1.17,Millets,1846
Madhya Pradesh,Central,Red,347,Rabi,4.46,Maize,3020
Maharashtra,West,Black (Regur),624,Kharif,3.3,Pulses,953
West Bengal,East,Red,729,Kharif,2.12,Wheat,2599
Himachal Pradesh,North,Clay,367,Kharif,0.1,Rice,2646
West Bengal,East,Black (Regur),955,Zaid,1.5,Cotton,2118
Uttarakhand,North,Alluvial,1196,Kharif,1.18,Rice,3729
Jharkhand,East,Laterite,742,Kharif,1.89,Jute,2372
Nagaland,Northeast,Alluvial,940,Zaid,0.55,Wheat,2743
Sikkim,Northeast,Black (Regur),1052,Rabi,0.28,Oilseeds,1562
Uttarakhand,North,Laterite,810,Rabi,2.09,Potato,21083
Kerala,South,Alluvial,1187,Kharif,0.81,Jute,2912
Madhya Pradesh,Central,Sandy,1163,Zaid,1.59,Millets,1238
Haryana,North,Red,637,Rabi,0.41,Maize,3277
Maharashtra,West,Red,581,Kharif,0.1,Rice,2870
Assam,Northeast,Clay,491,Kharif,1.29,Rice,2832
West Bengal,East,Alluvial,590,Rabi,1.99,Potato,25453
Manipur,Northeast,Alluvial,1487,Rabi,2.55,Potato,26322
Sikkim,Northeast,Alluvial,904,Kharif,0.87,Vegetables,17814
Rajasthan,West,Sandy,835,Rabi,3.04,Maize,2981
Tripura,Northeast,Black (Regur),600,Kharif,0.1,Pulses,936
Tripura,Northeast,Clay,1085,Kharif,1.14,Oilseeds,1182
Andhra Pradesh,South,Sandy,1551,Kharif,0.95,Wheat,2086
Uttar Pradesh,North,Clay,734,Kharif,1.33,Maize,3619
Uttarakhand,North,Red,356,Kharif,0.81,Pulses,881
Haryana,North,Laterite,1207,Rabi,2.64,Vegetables,15058
Chhattisgarh,Central,Loamy,1341,Rabi,2.16,Pulses,926
Himachal Pradesh,North,Loamy,1490,Rabi,2.36,Potato,24980
Manipur,Northeast,Alluvial,569,Rabi,1.97,Jute,2594
Mizoram,Northeast,Clay,839,Kharif,1.26,Oilseeds,1322
Manipur,Northeast,Alluvial,593,Kharif,0.58,Potato,22390
Punjab,North,Laterite,561,Kharif,1.06,Sugarcane,55705
Maharashtra,West,Laterite,780,Zaid,0.39,Maize,2578
Madhya Pradesh,Central,Loamy,560,Rabi,0.48,Jute,2837
Nagaland,Northeast,Laterite,674,Zaid,0.31,Millets,1128
Rajasthan,West,Clay,1055,Kharif,0.1,Oilseeds,1135
Madhya Pradesh,Central,Sandy,1143,Kharif,2.4,Maize,2695
Tripura,Northeast,Black (Regur),1067,Rabi,0.97,Sugarcane,81394
West Bengal,East,Black (Regur),912,Zaid,2.55,Pulses,891
Manipur,Northeast,Sandy,1568,Rabi,0.1,Cotton,1628
Tamil Nadu,South,Black (Regur),1047,Kharif,1.94,Millets,1785
Gujarat,West,Loamy,1046,Kharif,0.63,Millets,1838
Kerala,South,Black (Regur),678,Rabi,0.1,Sugarcane,68095
Uttarakhand,North,Red,762,Zaid,1.37,Wheat,2418
Jharkhand,East,Loamy,1038,Zaid,1.91,Cotton,2236
Uttar Pradesh,North,Black (Regur),650,Kharif,1.87,Pulses,955
Tripura,Northeast,Alluvial,336,Rabi,2.43,Vegetables,18194
Arunachal Pradesh,Northeast,Loamy,1041,Zaid,0.1,Jute,2413
Jharkhand,East,Sandy,1401,Rabi,1.81,Cotton,1790
Maharashtra,West,Red,1092,Rabi,1.84,Maize,3590
Meghalaya,Northeast,Loamy,1190,Kharif,2.58,Oilseeds,1324
Tamil Nadu,South,Loamy,785,Rabi,0.75,Sugarcane,79354
Nagaland,Northeast,Alluvial,1029,Kharif,0.56,Jute,3005
Sikkim,Northeast,Clay,959,Kharif,1.97,Jute,2302
Kerala,South,Laterite,919,Rabi,1.25,Oilseeds,1349
Jharkhand,East,Black (Regur),529,Rabi,2.74,Jute,2761
Odisha,East,Alluvial,408,Zaid,1.66,Vegetables,13889
Assam,Northeast,Laterite,1292,Rabi,2.32,Pulses,947
Assam,Northeast,Alluvial,947,Kharif,0.1,Millets,1725
Tamil Nadu,South,Red,1000,Rabi,2.83,Oilseeds,1260
Telangana,South,Loamy,658,Rabi,1.28,Millets,1861
Gujarat,West,Laterite,1066,Kharif,0.61,Rice,2877
Rajasthan,West,Laterite,1140,Kharif,0.71,Oilseeds,1124
Punjab,North,Black (Regur),1045,Kharif,1.81,Jute,2776
Haryana,North,Alluvial,991,Kharif,0.99,Millets,1801
Haryana,North,Alluvial,1380,Kharif,1.36,Pulses,900
Maharashtra,West,Alluvial,1172,Kharif,0.25,Jute,2577
Jharkhand,East,Red,746,Kharif,0.95,Jute,2184
Jharkhand,East,Black (Regur),1247,Rabi,3.18,Rice,3354
Madhya Pradesh,Central,Black (Regur),422,Kharif,0.64,Jute,2506
Rajasthan,West,Red,921,Kharif,0.1,Oilseeds,1241
Madhya Pradesh,Central,Alluvial,1101,Kharif,1.73,Sugarcane,72422
Goa,West,Alluvial,1461,Rabi,1.2,Potato,25297
Sikkim,Northeast,Black (Regur),536,Kharif,1.19,Vegetables,14366
Meghalaya,Northeast,Alluvial,711,Kharif,2.4,Wheat,3152
Meghalaya,Northeast,Laterite,1248,Kharif,2.72,Vegetables,14992
Mizoram,Northeast,Laterite,926,Kharif,1.39,Rice,2882
Jharkhand,East,Black (Regur),802,Kharif,1.47,Sugarcane,76025
Mizoram,Northeast,Loamy,1023,Kharif,1.39,Cotton,2305
Karnataka,South,Laterite,720,Kharif,1.34,Wheat,2881
Andhra Pradesh,South,Sandy,1329,Kharif,2,Millets,1153
Maharashtra,West,Black (Regur),585,Rabi,2.34,Rice,3056
Maharashtra,West,Laterite,848,Zaid,0.36,Potato,17510
Telangana,South,Alluvial,1614,Kharif,2.51,Pulses,957
Rajasthan,West,Loamy,638,Kharif,3.51,Maize,3144
Bihar,East,Alluvial,761,Kharif,1.57,Wheat,3076
Telangana,South,Alluvial,382,Zaid,2.97,Cotton,2012
Mizoram,Northeast,Laterite,1158,Kharif,1.71,Vegetables,14002
Sikkim,Northeast,Laterite,1265,Rabi,2.5,Vegetables,17488
West Bengal,East,Red,999,Kharif,3.02,Cotton,1886
Goa,West,Alluvial,1165,Rabi,3.14,Potato,27031
West Bengal,East,Laterite,1019,Kharif,2.61,Potato,21244
Maharashtra,West,Sandy,686,Kharif,1.91,Rice,2533
Odisha,East,Clay,697,Kharif,0.1,Cotton,1815
Odisha,East,Laterite,1036,Rabi,0.51,Wheat,2814
Goa,West,Black (Regur),611,Kharif,3.52,Potato,21892
Madhya Pradesh,Central,Laterite,483,Rabi,1.39,Pulses,832
Bihar,East,Red,573,Kharif,2.4,Jute,2018
Manipur,Northeast,Clay,815,Kharif,0.1,Jute,2373
Odisha,East,Black (Regur),559,Kharif,0.1,Sugarcane,69871
Telangana,South,Loamy,380,Rabi,3.26,Maize,3465
Karnataka,South,Black (Regur),799,Rabi,0.32,Cotton,2544
Nagaland,Northeast,Laterite,813,Zaid,2.97,Sugarcane,58036
Haryana,North,Clay,879,Kharif,0.83,Vegetables,16700
Rajasthan,West,Clay,728,Kharif,0.46,Jute,2701
Sikkim,Northeast,Black (Regur),702,Rabi,1.42,Oilseeds,1335
Haryana,North,Black (Regur),1328,Kharif,2.17,Rice,3086
Himachal Pradesh,North,Black (Regur),948,Zaid,1.37,Maize,3103
Himachal Pradesh,North,Alluvial,740,Zaid,1.97,Potato,24163
Manipur,Northeast,Red,892,Rabi,0.1,Millets,1535
Uttarakhand,North,Black (Regur),1063,Kharif,0.1,Oilseeds,1227
Odisha,East,Red,590,Kharif,2.46,Sugarcane,62727
Assam,Northeast,Loamy,1305,Kharif,0.49,Vegetables,15428
Punjab,North,Alluvial,1063,Kharif,0.95,Jute,2617
Bihar,East,Alluvial,985,Kharif,0.1,Wheat,3170
Tamil Nadu,South,Loamy,908,Rabi,1.01,Cotton,2360
Himachal Pradesh,North,Black (Regur),787,Rabi,0.82,Millets,1736
Uttar Pradesh,North,Sandy,853,Kharif,1.02,Rice,2921
West Bengal,East,Alluvial,897,Kharif,3,Wheat,3169
Jharkhand,East,Loamy,912,Rabi,1.13,Potato,28299
Goa,West,Sandy,1332,Rabi,0.1,Wheat,2311
Nagaland,Northeast,Alluvial,719,Rabi,0.96,Maize,3758
West Bengal,East,Loamy,824,Zaid,2.38,Maize,3590
Gujarat,West,Alluvial,489,Rabi,0.78,Oilseeds,1472
Odisha,East,Black (Regur),746,Kharif,2.73,Wheat,3266
Bihar,East,Loamy,615,Kharif,0.1,Rice,3383
Jharkhand,East,Alluvial,1248,Kharif,0.87,Millets,1589
