state,region,soil_type,rainfall_mm,season,area_ha,crop_name
Odisha,East,Clay,1548,Kharif,0.46,Rice
Manipur,Northeast,Loamy,705,Zaid,0.71,Potato
Odisha,East,Loamy,808,Rabi,1.27,Potato
Haryana,North,Sandy,430,Rabi,2.54,Pulses
Kerala,South,Sandy,493,Rabi,0.29,Pulses
Goa,West,Sandy,301,Kharif,1.24,Pulses
Haryana,North,Clay,1461,Kharif,2.65,Rice
Jharkhand,East,Black (Regur),1054,Kharif,1.4,Cotton
Assam,Northeast,Laterite,712,Kharif,1.61,Oilseeds
Telangana,South,Alluvial,1818,Rabi,1.87,Sugarcane
Arunachal Pradesh,Northeast,Laterite,758,Kharif,2.57,Oilseeds
Arunachal Pradesh,Northeast,Alluvial,1768,Rabi,3.26,Jute
Manipur,Northeast,Red,672,Kharif,1.3,Millets
Rajasthan,West,Black (Regur),762,Zaid,0.5,Cotton
Madhya Pradesh,Central,Red,582,Rabi,0.13,Millets
Manipur,Northeast,Black (Regur),1086,Rabi,1.73,Cotton
Tamil Nadu,South,Red,516,Kharif,3.85,Millets
Goa,West,Clay,816,Kharif,3.79,Maize
Punjab,North,Loamy,607,Kharif,0.55,Potato
Goa,West,Laterite,671,Kharif,2.53,Oilseeds
West Bengal,East,Clay,906,Kharif,0.68,Maize
Nagaland,Northeast,Loamy,779,Kharif,1.27,Wheat
Andhra Pradesh,South,Clay,913,Rabi,2.37,Maize
Jharkhand,East,Red,611,Kharif,1.4,Millets
Uttarakhand,North,Clay,1330,Kharif,3.64,Rice
Manipur,Northeast,Loamy,608,Rabi,4.4,Wheat
Tamil Nadu,South,Sandy,319,Kharif,3.21,Pulses
Telangana,South,Loamy,759,Kharif,1.67,Wheat
Telangana,South,Laterite,713,Kharif,2.8,Oilseeds
Nagaland,Northeast,Alluvial,1603,Kharif,1.02,Sugarcane
Chhattisgarh,Central,Clay,1329,Kharif,1.82,Rice
Meghalaya,Northeast,Clay,948,Kharif,0.38,Maize
Maharashtra,West,Clay,1539,Rabi,1.8,Rice
Madhya Pradesh,Central,Loamy,819,Rabi,0.1,Potato
Telangana,South,Loamy,767,Kharif,1.64,Wheat
Gujarat,West,Loamy,948,Rabi,0.1,Potato
Punjab,North,Alluvial,1303,Kharif,1.92,Jute
Andhra Pradesh,South,Sandy,385,Rabi,2.47,Pulses
Chhattisgarh,Central,Clay,920,Kharif,1.93,Maize
Odisha,East,Alluvial,1510,Rabi,0.1,Jute
Nagaland,Northeast,Sandy,521,Kharif,2.31,Pulses
Goa,West,Laterite,751,Zaid,0.52,Oilseeds
Uttarakhand,North,Laterite,783,Kharif,1.84,Oilseeds
Mizoram,Northeast,Laterite,718,Kharif,1.26,Oilseeds
Sikkim,Northeast,Black (Regur),1037,Kharif,2.07,Cotton
Himachal Pradesh,North,Loamy,977,Kharif,1.29,Potato
Tripura,Northeast,Sandy,529,Kharif,3.56,Pulses
Sikkim,Northeast,Sandy,593,Rabi,1.16,Pulses
Arunachal Pradesh,Northeast,Loamy,752,Kharif,1.93,Wheat
Kerala,South,Red,488,Kharif,1.17,Millets
Madhya Pradesh,Central,Clay,833,Rabi,4.46,Maize
Maharashtra,West,Sandy,386,Kharif,3.3,Pulses
West Bengal,East,Loamy,897,Kharif,2.12,Wheat
Himachal Pradesh,North,Clay,1246,Kharif,0.1,Rice
West Bengal,East,Black (Regur),848,Zaid,1.5,Cotton
Uttarakhand,North,Clay,1585,Kharif,1.18,Rice
Jharkhand,East,Alluvial,1465,Kharif,1.89,Jute
Nagaland,Northeast,Loamy,712,Zaid,0.55,Wheat
Sikkim,Northeast,Laterite,743,Rabi,0.28,Oilseeds
Uttarakhand,North,Loamy,886,Rabi,2.09,Potato
Kerala,South,Alluvial,1554,Kharif,0.81,Jute
Madhya Pradesh,Central,Red,683,Zaid,1.59,Millets
Haryana,North,Clay,907,Rabi,0.41,Maize
Maharashtra,West,Clay,1385,Kharif,0.1,Rice
Assam,Northeast,Clay,1556,Kharif,1.29,Rice
West Bengal,East,Loamy,718,Rabi,1.99,Potato
Manipur,Northeast,Loamy,794,Rabi,2.55,Potato
Sikkim,Northeast,Alluvial,873,Kharif,0.87,Vegetables
Rajasthan,West,Clay,964,Rabi,3.04,Maize
Tripura,Northeast,Sandy,463,Kharif,0.1,Pulses
Tripura,Northeast,Laterite,761,Kharif,1.14,Oilseeds
Andhra Pradesh,South,Loamy,651,Kharif,0.95,Wheat
Uttar Pradesh,North,Clay,849,Kharif,1.33,Maize
Uttarakhand,North,Sandy,499,Kharif,0.81,Pulses
Haryana,North,Alluvial,970,Rabi,2.64,Vegetables
Chhattisgarh,Central,Sandy,439,Rabi,2.16,Pulses
Himachal Pradesh,North,Loamy,815,Rabi,2.36,Potato
Manipur,Northeast,Alluvial,1467,Rabi,1.97,Jute
Mizoram,Northeast,Laterite,511,Kharif,1.26,Oilseeds
Manipur,Northeast,Loamy,970,Kharif,0.58,Potato
Punjab,North,Alluvial,1546,Kharif,1.06,Sugarcane
Maharashtra,West,Clay,838,Zaid,0.39,Maize
Madhya Pradesh,Central,Alluvial,1360,Rabi,0.48,Jute
Nagaland,Northeast,Red,418,Zaid,0.31,Millets
Rajasthan,West,Laterite,684,Kharif,0.1,Oilseeds
Madhya Pradesh,Central,Clay,772,Kharif,2.4,Maize
Tripura,Northeast,Alluvial,1985,Rabi,0.97,Sugarcane
West Bengal,East,Sandy,475,Zaid,2.55,Pulses
Manipur,Northeast,Black (Regur),966,Rabi,0.1,Cotton
Tamil Nadu,South,Red,666,Kharif,1.94,Millets
Gujarat,West,Red,469,Kharif,0.63,Millets
Kerala,South,Alluvial,1571,Rabi,0.1,Sugarcane
Uttarakhand,North,Loamy,646,Zaid,1.37,Wheat
Jharkhand,East,Black (Regur),712,Zaid,1.91,Cotton
Uttar Pradesh,North,Sandy,503,Kharif,1.87,Pulses
Tripura,Northeast,Alluvial,1052,Rabi,2.43,Vegetables
Arunachal Pradesh,Northeast,Alluvial,1485,Zaid,0.1,Jute
Jharkhand,East,Black (Regur),821,Rabi,1.81,Cotton
Maharashtra,West,Clay,917,Rabi,1.84,Maize
Meghalaya,Northeast,Laterite,673,Kharif,2.58,Oilseeds
Tamil Nadu,South,Alluvial,1768,Rabi,0.75,Sugarcane
Nagaland,Northeast,Alluvial,1672,Kharif,0.56,Jute
Sikkim,Northeast,Alluvial,1768,Kharif,1.97,Jute
Kerala,South,Laterite,608,Rabi,1.25,Oilseeds
Jharkhand,East,Alluvial,1708,Rabi,2.74,Jute
Odisha,East,Alluvial,858,Zaid,1.66,Vegetables
Assam,Northeast,Sandy,545,Rabi,2.32,Pulses
Assam,Northeast,Red,608,Kharif,0.1,Millets
Tamil Nadu,South,Laterite,709,Rabi,2.83,Oilseeds
Telangana,South,Red,487,Rabi,1.28,Millets
Gujarat,West,Clay,1322,Kharif,0.61,Rice
Rajasthan,West,Laterite,727,Kharif,0.71,Oilseeds
Punjab,North,Alluvial,1758,Kharif,1.81,Jute
Haryana,North,Red,480,Kharif,0.99,Millets
Haryana,North,Sandy,323,Kharif,1.36,Pulses
Maharashtra,West,Alluvial,1789,Kharif,0.25,Jute
Jharkhand,East,Alluvial,1770,Kharif,0.95,Jute
Jharkhand,East,Clay,1510,Rabi,3.18,Rice
Madhya Pradesh,Central,Alluvial,1698,Kharif,0.64,Jute
Rajasthan,West,Laterite,520,Kharif,0.1,Oilseeds
Madhya Pradesh,Central,Alluvial,1711,Kharif,1.73,Sugarcane
Goa,West,Loamy,770,Rabi,1.2,Potato
Sikkim,Northeast,Alluvial,921,Kharif,1.19,Vegetables
Meghalaya,Northeast,Loamy,691,Kharif,2.4,Wheat
Meghalaya,Northeast,Alluvial,1140,Kharif,2.72,Vegetables
Mizoram,Northeast,Clay,1503,Kharif,1.39,Rice
Jharkhand,East,Alluvial,1746,Kharif,1.47,Sugarcane
Mizoram,Northeast,Black (Regur),937,Kharif,1.39,Cotton
Karnataka,South,Loamy,878,Kharif,1.34,Wheat
Andhra Pradesh,South,Red,496,Kharif,2,Millets
Maharashtra,West,Clay,1439,Rabi,2.34,Rice
Maharashtra,West,Loamy,806,Zaid,0.36,Potato
Telangana,South,Sandy,322,Kharif,2.51,Pulses
Rajasthan,West,Clay,927,Kharif,3.51,Maize
Bihar,East,Loamy,715,Kharif,1.57,Wheat
Telangana,South,Black (Regur),931,Zaid,2.97,Cotton
Mizoram,Northeast,Alluvial,830,Kharif,1.71,Vegetables
Sikkim,Northeast,Alluvial,815,Rabi,2.5,Vegetables
West Bengal,East,Black (Regur),951,Kharif,3.02,Cotton
Goa,West,Loamy,615,Rabi,3.14,Potato
West Bengal,East,Loamy,984,Kharif,2.61,Potato
Maharashtra,West,Clay,1268,Kharif,1.91,Rice
Odisha,East,Black (Regur),1093,Kharif,0.1,Cotton
Odisha,East,Loamy,849,Rabi,0.51,Wheat
Goa,West,Loamy,916,Kharif,3.52,Potato
Madhya Pradesh,Central,Sandy,317,Rabi,1.39,Pulses
Bihar,East,Alluvial,1624,Kharif,2.4,Jute
Manipur,Northeast,Alluvial,1372,Kharif,0.1,Jute
Odisha,East,Alluvial,1669,Kharif,0.1,Sugarcane
Telangana,South,Clay,714,Rabi,3.26,Maize
Karnataka,South,Black (Regur),1044,Rabi,0.32,Cotton
Nagaland,Northeast,Alluvial,1979,Zaid,2.97,Sugarcane
Haryana,North,Alluvial,1147,Kharif,0.83,Vegetables
Rajasthan,West,Alluvial,1512,Kharif,0.46,Jute
Sikkim,Northeast,Laterite,607,Rabi,1.42,Oilseeds
Haryana,North,Clay,1238,Kharif,2.17,Rice
Himachal Pradesh,North,Clay,802,Zaid,1.37,Maize
Himachal Pradesh,North,Loamy,776,Zaid,1.97,Potato
Manipur,Northeast,Red,699,Rabi,0.1,Millets
Uttarakhand,North,Laterite,715,Kharif,0.1,Oilseeds
Odisha,East,Alluvial,1793,Kharif,2.46,Sugarcane
Assam,Northeast,Alluvial,984,Kharif,0.49,Vegetables
Punjab,North,Alluvial,1607,Kharif,0.95,Jute
Bihar,East,Loamy,688,Kharif,0.1,Wheat
Tamil Nadu,South,Black (Regur),971,Rabi,1.01,Cotton
Himachal Pradesh,North,Red,424,Rabi,0.82,Millets
Uttar Pradesh,North,Clay,1342,Kharif,1.02,Rice
West Bengal,East,Loamy,883,Kharif,3,Wheat
Jharkhand,East,Loamy,895,Rabi,1.13,Potato
Goa,West,Loamy,678,Rabi,0.1,Wheat
Nagaland,Northeast,Clay,701,Rabi,0.96,Maize
West Bengal,East,Clay,917,Zaid,2.38,Maize
Gujarat,West,Laterite,706,Rabi,0.78,Oilseeds
Odisha,East,Loamy,808,Kharif,2.73,Wheat
Bihar,East,Clay,1325,Kharif,0.1,Rice
Jharkhand,East,Red,675,Kharif,0.87,Millets
Assam,Northeast,Laterite,547,Rabi,2.12,Oilseeds
Assam,Northeast,Loamy,747,Kharif,1.41,Potato
Gujarat,West,Loamy,684,Zaid,1.9,Potato
Bihar,East,Clay,741,Rabi,2.39,Maize
Jharkhand,East,Sandy,540,Kharif,2.43,Pulses
Maharashtra,West,Clay,977,Kharif,2.6,Maize
Goa,West,Loamy,778,Rabi,1.52,Potato
Uttar Pradesh,North,Alluvial,1712,Kharif,0.57,Sugarcane
Kerala,South,Clay,1526,Rabi,1.24,Rice
Bihar,East,Sandy,376,Kharif,2.35,Pulses
Kerala,South,Loamy,631,Rabi,3.07,Wheat
Madhya Pradesh,Central,Clay,1241,Kharif,1.69,Rice
Sikkim,Northeast,Sandy,492,Zaid,2.05,Pulses
Maharashtra,West,Clay,1587,Rabi,2.24,Rice
Rajasthan,West,Loamy,773,Rabi,0.1,Wheat
Nagaland,Northeast,Red,451,Kharif,0.9,Millets
Haryana,North,Laterite,648,Rabi,2.95,Oilseeds
Chhattisgarh,Central,Loamy,860,Rabi,1.56,Wheat
Tripura,Northeast,Loamy,857,Kharif,3,Wheat
Kerala,South,Laterite,749,Kharif,3.4,Oilseeds
Goa,West,Loamy,944,Zaid,1.63,Potato
Tamil Nadu,South,Alluvial,1932,Rabi,2.02,Sugarcane
Chhattisgarh,Central,Alluvial,1561,Kharif,3.09,Jute
Assam,Northeast,Red,553,Rabi,1.33,Millets
Meghalaya,Northeast,Clay,816,Rabi,0.4,Maize
Mizoram,Northeast,Alluvial,1829,Kharif,2.59,Sugarcane
Andhra Pradesh,South,Black (Regur),802,Rabi,1.95,Cotton
Punjab,North,Sandy,549,Zaid,0.23,Pulses
Andhra Pradesh,South,Alluvial,1008,Zaid,0.43,Vegetables
Tamil Nadu,South,Sandy,365,Kharif,1.47,Pulses
Maharashtra,West,Alluvial,1968,Kharif,2.85,Sugarcane
Madhya Pradesh,Central,Loamy,722,Kharif,2.81,Potato
Arunachal Pradesh,Northeast,Alluvial,1895,Kharif,0.94,Sugarcane
Odisha,East,Laterite,536,Kharif,1.63,Oilseeds
Punjab,North,Laterite,630,Kharif,2.82,Oilseeds
Goa,West,Clay,708,Kharif,0.71,Maize
Goa,West,Loamy,887,Kharif,2.41,Potato
Karnataka,South,Laterite,510,Rabi,2.46,Oilseeds
Odisha,East,Loamy,854,Kharif,1.31,Potato
Manipur,Northeast,Red,562,Kharif,3.18,Millets
Kerala,South,Alluvial,1748,Kharif,0.98,Sugarcane
Arunachal Pradesh,Northeast,Alluvial,940,Rabi,3.13,Vegetables
Manipur,Northeast,Loamy,696,Rabi,1.26,Wheat
Nagaland,Northeast,Sandy,553,Kharif,2.25,Pulses
Gujarat,West,Clay,1539,Kharif,1.31,Rice
Bihar,East,Alluvial,1430,Kharif,0.94,Jute
Chhattisgarh,Central,Black (Regur),772,Kharif,0.7,Cotton
Haryana,North,Alluvial,800,Kharif,1.59,Vegetables
Maharashtra,West,Laterite,732,Kharif,0.1,Oilseeds
Telangana,South,Clay,796,Kharif,2.8,Maize
Jharkhand,East,Sandy,531,Zaid,2.16,Pulses
Manipur,Northeast,Loamy,658,Kharif,2.37,Potato
Manipur,Northeast,Alluvial,977,Kharif,0.71,Vegetables
Bihar,East,Clay,1311,Kharif,2.11,Rice
Sikkim,Northeast,Alluvial,1897,Kharif,1.76,Sugarcane
Tamil Nadu,South,Clay,1521,Kharif,2.36,Rice
Haryana,North,Sandy,366,Rabi,0.33,Pulses
Meghalaya,Northeast,Alluvial,1794,Kharif,2.81,Sugarcane
Chhattisgarh,Central,Alluvial,1579,Rabi,0.1,Jute
Meghalaya,Northeast,Black (Regur),765,Rabi,1.82,Cotton
Karnataka,South,Black (Regur),750,Kharif,1.13,Cotton
Assam,Northeast,Sandy,346,Rabi,0.1,Pulses
Chhattisgarh,Central,Black (Regur),1042,Rabi,2.56,Cotton
Meghalaya,Northeast,Loamy,827,Rabi,1.18,Wheat
Himachal Pradesh,North,Loamy,810,Rabi,2.59,Potato
Manipur,Northeast,Clay,912,Rabi,1.76,Maize
Karnataka,South,Red,604,Zaid,1.66,Millets
Tripura,Northeast,Sandy,318,Kharif,1.86,Pulses
Himachal Pradesh,North,Red,655,Kharif,2.2,Millets
Andhra Pradesh,South,Loamy,786,Kharif,3.35,Wheat
Sikkim,Northeast,Clay,762,Rabi,0.17,Maize
Haryana,North,Loamy,950,Kharif,0.59,Potato
Assam,Northeast,Clay,713,Rabi,0.1,Maize
Gujarat,West,Red,521,Zaid,0.1,Millets
Andhra Pradesh,South,Alluvial,1641,Rabi,2.06,Jute
Mizoram,Northeast,Clay,997,Kharif,3.14,Maize
Manipur,Northeast,Clay,903,Rabi,3.12,Maize
Odisha,East,Laterite,770,Rabi,2.25,Oilseeds
Gujarat,West,Sandy,511,Rabi,0.1,Pulses
Bihar,East,Clay,1554,Rabi,2,Rice
Telangana,South,Alluvial,1521,Kharif,0.1,Sugarcane
Tripura,Northeast,Clay,864,Rabi,1.8,Maize
Tamil Nadu,South,Clay,1215,Rabi,1.92,Rice
Rajasthan,West,Clay,1517,Rabi,0.36,Rice
Kerala,South,Loamy,626,Rabi,2.01,Potato
Tripura,Northeast,Clay,1537,Kharif,0.1,Rice
Karnataka,South,Red,536,Rabi,1.15,Millets
Arunachal Pradesh,Northeast,Loamy,671,Rabi,0.1,Potato
Assam,Northeast,Alluvial,1593,Kharif,2.92,Jute
Gujarat,West,Laterite,626,Rabi,3.21,Oilseeds
Karnataka,South,Alluvial,1716,Rabi,1.7,Sugarcane
Madhya Pradesh,Central,Alluvial,906,Rabi,1.4,Vegetables
Manipur,Northeast,Black (Regur),984,Rabi,1.24,Cotton
Bihar,East,Sandy,444,Zaid,2.48,Pulses
Odisha,East,Black (Regur),949,Kharif,0.6,Cotton
Goa,West,Alluvial,1620,Rabi,0.69,Sugarcane
Gujarat,West,Clay,972,Rabi,2.11,Maize
Haryana,North,Clay,953,Rabi,0.38,Maize
Madhya Pradesh,Central,Clay,1482,Zaid,0.47,Rice
Karnataka,South,Clay,1349,Kharif,1.73,Rice
Tripura,Northeast,Clay,731,Kharif,3.38,Maize
Madhya Pradesh,Central,Clay,1286,Kharif,3.06,Rice
Chhattisgarh,Central,Alluvial,1556,Kharif,1.48,Sugarcane
Gujarat,West,Clay,1237,Zaid,2.86,Rice
Tripura,Northeast,Laterite,503,Rabi,0.84,Oilseeds
Telangana,South,Laterite,685,Kharif,1.99,Oilseeds
Madhya Pradesh,Central,Clay,1314,Kharif,1.13,Rice
Tamil Nadu,South,Clay,1217,Rabi,1.68,Rice
Sikkim,Northeast,Sandy,545,Kharif,1.88,Pulses
Sikkim,Northeast,Sandy,404,Kharif,0.26,Pulses
Manipur,Northeast,Black (Regur),874,Rabi,3.14,Cotton
Himachal Pradesh,North,Clay,939,Kharif,0.6,Maize
Madhya Pradesh,Central,Clay,840,Kharif,3.26,Maize
Odisha,East,Loamy,777,Rabi,1.79,Potato
Haryana,North,Alluvial,1577,Kharif,1.04,Jute
Tamil Nadu,South,Alluvial,1709,Rabi,1.63,Sugarcane
Madhya Pradesh,Central,Alluvial,818,Rabi,0.1,Vegetables
Nagaland,Northeast,Laterite,617,Kharif,1.5,Oilseeds
Punjab,North,Black (Regur),866,Kharif,2,Cotton
Tamil Nadu,South,Clay,975,Kharif,3.72,Maize
Gujarat,West,Alluvial,1621,Rabi,0.38,Jute
